"","WRB","count"
"Epipetric Gypsisol Aridic","Epipetric Gypsisol Aridic",4
"Epipetric Gypsisol Calcaric","Epipetric Gypsisol Calcaric",2
"Epipetric Gypsisol Calcic","Epipetric Gypsisol Calcic",1
"Epipetric Gypsisol Hipergipsic","Epipetric Gypsisol Hipergipsic",2
"Epipetric Gypsisol Hipocalcic","Epipetric Gypsisol Hipocalcic",1
"Epipetric Gypsisol Hiposodic","Epipetric Gypsisol Hiposodic",2
"Epipetric Gypsisol Sodic","Epipetric Gypsisol Sodic",1
"Epipetric Plinthosol","Epipetric Plinthosol",1
"Epipetric,Luvi Gypsisol","Epipetric,Luvi Gypsisol",1
"Epipetric,Rendzic,Petrocalcic Phaeozem","Epipetric,Rendzic,Petrocalcic Phaeozem",1
"Epipetrocalcic Calcisol Hiposodic","Epipetrocalcic Calcisol Hiposodic",1
"Epipetrocalcic Calcisol Humic","Epipetrocalcic Calcisol Humic",1
"Epipetrocalcic Chernozem Calcic","Epipetrocalcic Chernozem Calcic",3
"Epipetrocalcic Chernozem Humic","Epipetrocalcic Chernozem Humic",4
"Epipetrocalcic Chernozem Orticalcic","Epipetrocalcic Chernozem Orticalcic",1
"Epipetrocalcic Kastanozem","Epipetrocalcic Kastanozem",4
"Epipetrocalcic Kastanozem Calcic","Epipetrocalcic Kastanozem Calcic",3
"Epipetrocalcic Kastanozem Epiesqueletic","Epipetrocalcic Kastanozem Epiesqueletic",1
"Epipetrocalcic Kastanozem Esqueletic","Epipetrocalcic Kastanozem Esqueletic",1
"Epipetrocalcic Kastanozem Hipercalcic","Epipetrocalcic Kastanozem Hipercalcic",1
"Epipetrocalcic Kastanozem Humic","Epipetrocalcic Kastanozem Humic",10
"Epipetrocalcic Kastanozem Luvic","Epipetrocalcic Kastanozem Luvic",2
"Epipetrocalcic Kastanozem Orticalcic","Epipetrocalcic Kastanozem Orticalcic",2
"Epipetrocalcic Phaeozem","Epipetrocalcic Phaeozem",5
"Epipetrocalcic Phaeozem Calcaric","Epipetrocalcic Phaeozem Calcaric",14
"Epipetrocalcic Phaeozem Esqueletic","Epipetrocalcic Phaeozem Esqueletic",7
"Epipetrocalcic Phaeozem Hiposalic","Epipetrocalcic Phaeozem Hiposalic",1
"Epipetrocalcic Phaeozem Humic","Epipetrocalcic Phaeozem Humic",18
"Epipetrocalcic Phaeozem Vertic","Epipetrocalcic Phaeozem Vertic",1
"Epipetrocalcic Vertisol Calcic","Epipetrocalcic Vertisol Calcic",1
"Epipetroduric Phaeozem Cromic","Epipetroduric Phaeozem Cromic",2
"Epipetroduric Phaeozem Humic","Epipetroduric Phaeozem Humic",2
"Epipetroduric Planosol Albic","Epipetroduric Planosol Albic",1
"Epipetroduric Planosol Molic","Epipetroduric Planosol Molic",2
"Epipetroduric Vertisol Esqueletic","Epipetroduric Vertisol Esqueletic",1
"Episkeletic,Leptic Cambisol","Episkeletic,Leptic Cambisol",1
"Epivitric,Vitric,Sili,Silandic,Hydric Andosol Hyperdystric,Placic,Hydric,Thixotropic,Umbrihumic","Epivitric,Vitric,Sili,Silandic,Hydric Andosol Hyperdystric,Placic,Hydric,Thixotropic,Umbrihumic",1
"Epivitric,Vitric,Sili,Silandic,Umbric Andosol Dystric,Siltic,Umbric,Vetic","Epivitric,Vitric,Sili,Silandic,Umbric Andosol Dystric,Siltic,Umbric,Vetic",1
"Escalic,Chromic Luvisol Humic,Hypereutric,Chromic","Escalic,Chromic Luvisol Humic,Hypereutric,Chromic",1
"Esqueletic Calcisol","Esqueletic Calcisol",2
"Esqueletic Calcisol Alcalic","Esqueletic Calcisol Alcalic",1
"Esqueletic Calcisol Siltic","Esqueletic Calcisol Siltic",1
"Esqueletic Cambisol Cromic","Esqueletic Cambisol Cromic",4
"Esqueletic Cambisol Eutric","Esqueletic Cambisol Eutric",2
"Esqueletic Cambisol Hiposodic","Esqueletic Cambisol Hiposodic",1
"Esqueletic Fluvisol","Esqueletic Fluvisol",2
"Esqueletic Fluvisol Eutric","Esqueletic Fluvisol Eutric",2
"Esqueletic Gypsisol Hiposodic","Esqueletic Gypsisol Hiposodic",1
"Esqueletic Kastanozem Epipetrocalcic","Esqueletic Kastanozem Epipetrocalcic",1
"Esqueletic Leptosol","Esqueletic Leptosol",12
"Esqueletic Leptosol Aridic","Esqueletic Leptosol Aridic",12
"Esqueletic Leptosol Calcaric","Esqueletic Leptosol Calcaric",42
"Esqueletic Leptosol Cromic","Esqueletic Leptosol Cromic",1
"Esqueletic Leptosol Distric","Esqueletic Leptosol Distric",2
"Esqueletic Leptosol Epidistric","Esqueletic Leptosol Epidistric",1
"Esqueletic Leptosol Eutric","Esqueletic Leptosol Eutric",42
"Esqueletic Leptosol Hiperdistric","Esqueletic Leptosol Hiperdistric",1
"Esqueletic Leptosol Hipersalic","Esqueletic Leptosol Hipersalic",1
"Esqueletic Leptosol Hipersodic","Esqueletic Leptosol Hipersodic",5
"Esqueletic Leptosol Hiposodic","Esqueletic Leptosol Hiposodic",2
"Esqueletic Leptosol Humic","Esqueletic Leptosol Humic",12
"Esqueletic Leptosol Molic","Esqueletic Leptosol Molic",60
"Esqueletic Leptosol Rendzic","Esqueletic Leptosol Rendzic",66
"Esqueletic Leptosol Sodic","Esqueletic Leptosol Sodic",3
"Esqueletic Leptosol Umbric","Esqueletic Leptosol Umbric",4
"Esqueletic Leptosol Umbrihumic","Esqueletic Leptosol Umbrihumic",1
"Esqueletic Leptosol Vertic","Esqueletic Leptosol Vertic",1
"Esqueletic Luvisol","Esqueletic Luvisol",1
"Esqueletic Luvisol Abruptic","Esqueletic Luvisol Abruptic",1
"Esqueletic Luvisol Cromic","Esqueletic Luvisol Cromic",4
"Esqueletic Luvisol Hiperdistric","Esqueletic Luvisol Hiperdistric",1
"Esqueletic Luvisol Humic","Esqueletic Luvisol Humic",1
"Esqueletic Luvisol Rodic","Esqueletic Luvisol Rodic",1
"Esqueletic Phaeozem","Esqueletic Phaeozem",1
"Esqueletic Phaeozem Endosiltic","Esqueletic Phaeozem Endosiltic",1
"Esqueletic Phaeozem Siltic","Esqueletic Phaeozem Siltic",1
"Esqueletic Planosol Epipetroduric","Esqueletic Planosol Epipetroduric",1
"Esqueletic Planosol Luvic","Esqueletic Planosol Luvic",1
"Esqueletic Regosol Distric","Esqueletic Regosol Distric",1
"Esqueletic Regosol Eutric","Esqueletic Regosol Eutric",4
"Esqueletic Regosol Hiposodic","Esqueletic Regosol Hiposodic",2
"Esqueletic Vertisol Cromic","Esqueletic Vertisol Cromic",1
"Esqueletic Vertisol Humic","Esqueletic Vertisol Humic",2
"Esqueletic Vertisol Mazic","Esqueletic Vertisol Mazic",1
"Esqueletic Vertisol Mesotrofic","Esqueletic Vertisol Mesotrofic",1
"Eutric Andosol","Eutric Andosol",1
"Eutric Arenosol","Eutric Arenosol",27
"Eutric Cambisol","Eutric Cambisol",49
"Eutric Cambisol Endoleptic","Eutric Cambisol Endoleptic",1
"Eutric Fluvisol","Eutric Fluvisol",47
"Eutric Gleysol","Eutric Gleysol",32
"Eutric Leptosol","Eutric Leptosol",34
"Eutric Nitisol Cromic","Eutric Nitisol Cromic",1
"Eutric Nitisol Rodic","Eutric Nitisol Rodic",3
"Eutric Planosol","Eutric Planosol",2
"Eutric Regosol","Eutric Regosol",29
"Eutric Vertisol","Eutric Vertisol",41
"Eutric Vertisol Pelic","Eutric Vertisol Pelic",1
"Eutric,Anthraquic Gleysol","Eutric,Anthraquic Gleysol",5
"Eutric,Arenic Fluvisol","Eutric,Arenic Fluvisol",1
"Eutric,Arenic Gleysol","Eutric,Arenic Gleysol",2
"Eutric,Aridic Cambisol","Eutric,Aridic Cambisol",1
"Eutric,Chromic Cambisol","Eutric,Chromic Cambisol",8
"Eutric,Chromic Lixisol","Eutric,Chromic Lixisol",1
"Eutric,Chromic Vertisol","Eutric,Chromic Vertisol",1
"Eutric,Chromic,Paraleptic Cambisol","Eutric,Chromic,Paraleptic Cambisol",1
"Eutric,Endogleyic Cambisol","Eutric,Endogleyic Cambisol",1
"Eutric,Endogleyic Fluvisol","Eutric,Endogleyic Fluvisol",1
"Eutric,Endoleptic Regosol","Eutric,Endoleptic Regosol",1
"Eutric,Epileptic Regosol","Eutric,Epileptic Regosol",3
"Eutric,Ferralic Arenosol","Eutric,Ferralic Arenosol",1
"Eutric,Ferralic Cambisol","Eutric,Ferralic Cambisol",7
"Eutric,Ferric Cambisol","Eutric,Ferric Cambisol",1
"Eutric,Fluvic Cambisol","Eutric,Fluvic Cambisol",3
"Eutric,Fluvic Gleysol Eutric,Siltic,Drainic","Eutric,Fluvic Gleysol Eutric,Siltic,Drainic",2
"Eutric,Gleyic Arenosol","Eutric,Gleyic Arenosol",2
"Eutric,Gleyic Cambisol","Eutric,Gleyic Cambisol",1
"Eutric,Gleyic Fluvisol","Eutric,Gleyic Fluvisol",7
"Eutric,Gleyic,Stagnic,Mollic Vertisol Albic,Calcaric","Eutric,Gleyic,Stagnic,Mollic Vertisol Albic,Calcaric",1
"Eutric,Humic Cambisol","Eutric,Humic Cambisol",1
"Eutric,Humic Gleysol","Eutric,Humic Gleysol",1
"Eutric,Humic Leptosol","Eutric,Humic Leptosol",1
"Eutric,Hypoferralic Arenosol","Eutric,Hypoferralic Arenosol",1
"Eutric,Hypoluvic Arenosol","Eutric,Hypoluvic Arenosol",1
"Eutric,Leptic Regosol","Eutric,Leptic Regosol",4
"Eutric,Lithic Leptosol","Eutric,Lithic Leptosol",1
"Eutric,Mollic Vertisol Calcaric,Humic","Eutric,Mollic Vertisol Calcaric,Humic",1
"Eutric,Paraleptic Cambisol","Eutric,Paraleptic Cambisol",8
"Eutric,Paraleptic Regosol","Eutric,Paraleptic Regosol",1
"Eutric,Pellic Vertisol","Eutric,Pellic Vertisol",5
"Eutric,Plinthic Gleysol","Eutric,Plinthic Gleysol",1
"Eutric,Protic Arenosol","Eutric,Protic Arenosol",1
"Eutric,Rhodic Cambisol","Eutric,Rhodic Cambisol",1
"Eutric,Rubic Arenosol","Eutric,Rubic Arenosol",2
"Eutric,Skeletic Fluvisol","Eutric,Skeletic Fluvisol",1
"Eutric,Skeletic Regosol","Eutric,Skeletic Regosol",4
"Eutric,Stagnic Cambisol","Eutric,Stagnic Cambisol",1
"Eutric,Umbric Gleysol","Eutric,Umbric Gleysol",1
"Eutric,Vertic Fluvisol","Eutric,Vertic Fluvisol",1
"Eutric,Vertic Luvisol","Eutric,Vertic Luvisol",1
"Eutrisilic Andosol","Eutrisilic Andosol",1
"Eutrosilic,Eutrisilic,Molli,Mollic,Calcic Andosol Fragic,Sodic,Duric,Hypereutric,Calcaric","Eutrosilic,Eutrisilic,Molli,Mollic,Calcic Andosol Fragic,Sodic,Duric,Hypereutric,Calcaric",1
"Eutrosilic,Mollic Andosol","Eutrosilic,Mollic Andosol",1
"Eutrosilic,Umbric Andosol","Eutrosilic,Umbric Andosol",1
"Ferralic Arenosol","Ferralic Arenosol",15
"Ferralic Arenosol Dystric,Xanthic","Ferralic Arenosol Dystric,Xanthic",3
"Ferralic Cambisol","Ferralic Cambisol",15
"Ferralic Cambisol Alumic","Ferralic Cambisol Alumic",1
"Ferralic Cambisol Alumic,Humic,Clayic","Ferralic Cambisol Alumic,Humic,Clayic",1
"Ferralic Cambisol Dystric,Chromic","Ferralic Cambisol Dystric,Chromic",2
"Ferralic Cambisol Dystric,Siltic,Chromic","Ferralic Cambisol Dystric,Siltic,Chromic",1
"Ferralic Cambisol Endoskeletic","Ferralic Cambisol Endoskeletic",1
"Ferralic Cambisol Eutric,Chromic","Ferralic Cambisol Eutric,Chromic",1
"Ferralic Nitisol","Ferralic Nitisol",2
"Ferralic Nitisol Umbric","Ferralic Nitisol Umbric",1
"Ferralic,Acric Nitisol Hyperdystric,Clayic,Rhodic","Ferralic,Acric Nitisol Hyperdystric,Clayic,Rhodic",1
"Ferralic,Albic,Albi,Ferralic Arenosol Hyperdystric,Hyperdystric","Ferralic,Albic,Albi,Ferralic Arenosol Hyperdystric,Hyperdystric",1
"Ferralic,Albic,Brunic Arenosol","Ferralic,Albic,Brunic Arenosol",1
"Ferralic,Brunic,Eutri,Ferralic Arenosol Eutric","Ferralic,Brunic,Eutri,Ferralic Arenosol Eutric",1
"Ferralic,Cambic Umbrisol","Ferralic,Cambic Umbrisol",2
"Ferralic,Dystri Arenosol","Ferralic,Dystri Arenosol",1
"Ferralic,Endogleyic Cambisol","Ferralic,Endogleyic Cambisol",1
"Ferralic,Endoleptic Cambisol Ferric","Ferralic,Endoleptic Cambisol Ferric",1
"Ferralic,Eutric Nitisol Rhodic","Ferralic,Eutric Nitisol Rhodic",1
"Ferralic,Ferralic,Acric,Dystri Nitisol","Ferralic,Ferralic,Acric,Dystri Nitisol",1
"Ferralic,Ferralic,Chromi Cambisol Alumic,Chromic,Hyperdystric","Ferralic,Ferralic,Chromi Cambisol Alumic,Chromic,Hyperdystric",1
"Ferralic,Ferralic,Chromi Cambisol Humic,Eutric,Clayic,Eutric","Ferralic,Ferralic,Chromi Cambisol Humic,Eutric,Clayic,Eutric",1
"Ferralic,Ferralic,Eutri Arenosol Eutric","Ferralic,Ferralic,Eutri Arenosol Eutric",1
"Ferralic,Ferralic,Tephri Arenosol Tephric,Eutric,Hyperochric,Hypereutric","Ferralic,Ferralic,Tephri Arenosol Tephric,Eutric,Hyperochric,Hypereutric",1
"Ferralic,Ferric Acrisol","Ferralic,Ferric Acrisol",1
"Ferralic,Gleyic Arenosol","Ferralic,Gleyic Arenosol",2
"Ferralic,Gleyic Cambisol","Ferralic,Gleyic Cambisol",2
"Ferralic,Gleyic Umbrisol","Ferralic,Gleyic Umbrisol",1
"Ferralic,Haplic Acrisol","Ferralic,Haplic Acrisol",1
"Ferralic,Humic Nitisol","Ferralic,Humic Nitisol",1
"Ferralic,Humic Umbrisol Humic,Hyperdystric,Clayic,Chromic","Ferralic,Humic Umbrisol Humic,Hyperdystric,Clayic,Chromic",1
"Ferralic,Humic,Lixic,Rhodi Nitisol Humic,Eutric,Eutric,Clayic","Ferralic,Humic,Lixic,Rhodi Nitisol Humic,Eutric,Eutric,Clayic",1
"Ferralic,Hypoluvic Arenosol","Ferralic,Hypoluvic Arenosol",15
"Ferralic,Hypoluvic,Brunic Arenosol","Ferralic,Hypoluvic,Brunic Arenosol",1
"Ferralic,Leptic Cambisol","Ferralic,Leptic Cambisol",1
"Ferralic,Leptic Umbrisol","Ferralic,Leptic Umbrisol",1
"Ferralic,Luvic Arenosol","Ferralic,Luvic Arenosol",4
"Ferralic,Luvic,Chromi,Luvic Phaeozem Chromic","Ferralic,Luvic,Chromi,Luvic Phaeozem Chromic",1
"Ferralic,Luvic,Luvic,Chromi Phaeozem Clayic,Chromic","Ferralic,Luvic,Luvic,Chromi Phaeozem Clayic,Chromic",1
"Ferralic,Mollic,Mollic,Humi,Lixic Nitisol Humic,Rhodic,Rhodic,Ferralic","Ferralic,Mollic,Mollic,Humi,Lixic Nitisol Humic,Rhodic,Rhodic,Ferralic",1
"Ferralic,Paraleptic Cambisol","Ferralic,Paraleptic Cambisol",7
"Ferralic,Paraleptic Cambisol Eutric","Ferralic,Paraleptic Cambisol Eutric",1
"Ferralic,Paraleptic Cambisol Eutric,Endoskeletic,Chromic","Ferralic,Paraleptic Cambisol Eutric,Endoskeletic,Chromic",1
"Ferralic,Plinthic Acrisol","Ferralic,Plinthic Acrisol",1
"Ferralic,Rhodic,Ferrali,Acric Nitisol Dystric,Rhodic,Dystric","Ferralic,Rhodic,Ferrali,Acric Nitisol Dystric,Rhodic,Dystric",1
"Ferralic,Skeletic Cambisol","Ferralic,Skeletic Cambisol",2
"Ferralic,Umbric Nitisol Sombric,Humic,Alumic,Clayic","Ferralic,Umbric Nitisol Sombric,Humic,Alumic,Clayic",1
"Ferralsol","Ferralsol",590
"Ferralsol Rhodic","Ferralsol Rhodic",1
"Ferric Acrisol","Ferric Acrisol",6
"Ferric Cambisol","Ferric Cambisol",1
"Ferric Lixisol","Ferric Lixisol",2
"Ferric Luvisol","Ferric Luvisol",37
"Ferric Luvisol Hiperdistric","Ferric Luvisol Hiperdistric",1
"Ferric,Arenic Luvisol Rhodic","Ferric,Arenic Luvisol Rhodic",1
"Ferric,Endoeutric Plinthosol","Ferric,Endoeutric Plinthosol",1
"Ferric,Gleyic Cambisol","Ferric,Gleyic Cambisol",1
"Ferric,Haplic,Hypereutri Ferralsol Manganiferric,Hypereutric,Clayic,Xanthic","Ferric,Haplic,Hypereutri Ferralsol Manganiferric,Hypereutric,Clayic,Xanthic",1
"Ferric,Humic Acrisol Hyperdystric","Ferric,Humic Acrisol Hyperdystric",1
"Ferric,Humic Umbrisol","Ferric,Humic Umbrisol",1
"Ferric,Hyposodic Luvisol","Ferric,Hyposodic Luvisol",1
"Ferric,Luvic Phaeozem","Ferric,Luvic Phaeozem",1
"Ferric,Plinthic Acrisol","Ferric,Plinthic Acrisol",1
"Ferric,Profondic Lixisol","Ferric,Profondic Lixisol",1
"Ferric,Profondic Luvisol","Ferric,Profondic Luvisol",1
"Ferric,Vertic,Stagnic Luvisol","Ferric,Vertic,Stagnic Luvisol",1
"Fibric Histosol","Fibric Histosol",1
"Fibric Histosol Epileptic","Fibric Histosol Epileptic",1
"Fibric Histosol Hiposodic","Fibric Histosol Hiposodic",1
"Fibric,Fibric,Rheic,Rhei Histosol Dystric,Dystric","Fibric,Fibric,Rheic,Rhei Histosol Dystric,Dystric",1
"Fibric,Hemic Histosol Dystric","Fibric,Hemic Histosol Dystric",1
"Fluvic Cambisol","Fluvic Cambisol",2
"Fluvic Cambisol Bathygypsic,Calcaric,Chromic","Fluvic Cambisol Bathygypsic,Calcaric,Chromic",1
"Fluvic Cambisol Calcaric,Chromic","Fluvic Cambisol Calcaric,Chromic",7
"Fluvic Cambisol Calcaric,Dystric","Fluvic Cambisol Calcaric,Dystric",1
"Fluvic Cambisol Eutric","Fluvic Cambisol Eutric",1
"Fluvic Cambisol Gypsiric,Calcaric,Chromic","Fluvic Cambisol Gypsiric,Calcaric,Chromic",3
"Fluvic Gleysol","Fluvic Gleysol",1
"Fluvic,Dystri Cambisol","Fluvic,Dystri Cambisol",1
"Fluvic,Endogleyic Cambisol","Fluvic,Endogleyic Cambisol",1
"Fluvic,Epidystric Gleysol Epidystric,Siltic","Fluvic,Epidystric Gleysol Epidystric,Siltic",1
"Fluvic,Fluvic,Calcari Cambisol Calcaric,Aridic,Siltic","Fluvic,Fluvic,Calcari Cambisol Calcaric,Aridic,Siltic",1
"Fluvic,Fluvic,Eutri,Vitric Cambisol Eutric","Fluvic,Fluvic,Eutri,Vitric Cambisol Eutric",1
"Fluvic,Gleyi Cambisol Eutric","Fluvic,Gleyi Cambisol Eutric",1
"Fluvic,Gleyi Cambisol Hyposodic,Calcaric","Fluvic,Gleyi Cambisol Hyposodic,Calcaric",1
"Fluvic,Humic,Cambic Umbrisol Humic,Endoeutric,Drainic","Fluvic,Humic,Cambic Umbrisol Humic,Endoeutric,Drainic",1
"Fluvisol","Fluvisol",926
"Folic Cambisol Humic,Hyperdystric","Folic Cambisol Humic,Hyperdystric",1
"Folic Histosol Epileptic","Folic Histosol Epileptic",1
"Folic Histosol Fibric","Folic Histosol Fibric",1
"Fractipetric,Acric Plinthosol Albic,Dystric,Arenic","Fractipetric,Acric Plinthosol Albic,Dystric,Arenic",1
"Fractipetric,Epipetric Durisol","Fractipetric,Epipetric Durisol",1
"Fragic,Gleyic,Fragi,Gleyic,Stagnic Albeluvisol Ruptic,Hyperdystric,Siltic,Siltic,Hyperdystric","Fragic,Gleyic,Fragi,Gleyic,Stagnic Albeluvisol Ruptic,Hyperdystric,Siltic,Siltic,Hyperdystric",1
"Fragic,Hapli Podzol","Fragic,Hapli Podzol",1
"Geric,Acric Ferralsol","Geric,Acric Ferralsol",1
"Geric,Acric,Acric,Geri Ferralsol Alumic,Xanthic,Alumic,Xanthic","Geric,Acric,Acric,Geri Ferralsol Alumic,Xanthic,Alumic,Xanthic",1
"Geric,Geric,Alumi Ferralsol Alumic,Clayic,Xanthic,Xanthic","Geric,Geric,Alumi Ferralsol Alumic,Clayic,Xanthic,Xanthic",1
"Geric,Geric,Alumi Ferralsol Alumic,Rhodic,Rhodic","Geric,Geric,Alumi Ferralsol Alumic,Rhodic,Rhodic",1
"Geric,Geric,Alumi Ferralsol Humic,Alumic,Clayic","Geric,Geric,Alumi Ferralsol Humic,Alumic,Clayic",1
"Geric,Geric,Umbric,Umbrihumi Ferralsol Humic,Hyperdystric,Rhodic,Clayic","Geric,Geric,Umbric,Umbrihumi Ferralsol Humic,Hyperdystric,Rhodic,Clayic",1
"Geric,Vetic,Acric,Profondi Acrisol Alumic,Hyperdystric,Chromic","Geric,Vetic,Acric,Profondi Acrisol Alumic,Hyperdystric,Chromic",1
"Gibbsic Ferralsol Dystric,Ruptic,Clayic","Gibbsic Ferralsol Dystric,Ruptic,Clayic",1
"Gibbsic Ferralsol Manganiferric,Dystric,Clayic","Gibbsic Ferralsol Manganiferric,Dystric,Clayic",1
"Gibbsic,Gibbsic,Humi,Posic Ferralsol Humic,Hyperdystric,Clayic,Posic,Hyperdystric","Gibbsic,Gibbsic,Humi,Posic Ferralsol Humic,Hyperdystric,Clayic,Posic,Hyperdystric",1
"Gibbsic,Posic,Umbric Ferralsol Humic,Hyperdystric,Clayic,Chromic","Gibbsic,Posic,Umbric Ferralsol Humic,Hyperdystric,Clayic,Chromic",1
"Gipsic Kastanozem Calcic","Gipsic Kastanozem Calcic",1
"Gipsiric Arenosol Aridic","Gipsiric Arenosol Aridic",1
"Gipsiric Vertisol Calcic","Gipsiric Vertisol Calcic",1
"Gleyic Acrisol","Gleyic Acrisol",3
"Gleyic Acrisol Alumic","Gleyic Acrisol Alumic",1
"Gleyic Acrisol Clayic","Gleyic Acrisol Clayic",1
"Gleyic Arenosol","Gleyic Arenosol",8
"Gleyic Cambisol","Gleyic Cambisol",5
"Gleyic Chernozem Orticalcic","Gleyic Chernozem Orticalcic",1
"Gleyic Fluvisol","Gleyic Fluvisol",9
"Gleyic Fluvisol Eutric","Gleyic Fluvisol Eutric",2
"Gleyic Fluvisol Humic,Eutric,Clayic","Gleyic Fluvisol Humic,Eutric,Clayic",1
"Gleyic Fluvisol Humic,Sodic,Eutric","Gleyic Fluvisol Humic,Sodic,Eutric",1
"Gleyic Fluvisol Molic","Gleyic Fluvisol Molic",1
"Gleyic Fluvisol Umbric","Gleyic Fluvisol Umbric",1
"Gleyic Luvisol","Gleyic Luvisol",8
"Gleyic Luvisol Distric","Gleyic Luvisol Distric",1
"Gleyic Phaeozem","Gleyic Phaeozem",2
"Gleyic Phaeozem Luvic","Gleyic Phaeozem Luvic",1
"Gleyic Planosol","Gleyic Planosol",19
"Gleyic Podzol","Gleyic Podzol",1
"Gleyic Regosol","Gleyic Regosol",1
"Gleyic Solonchak Hipersalic","Gleyic Solonchak Hipersalic",1
"Gleyic Solonchak Sodic,Carbonatic","Gleyic Solonchak Sodic,Carbonatic",2
"Gleyic Solonetz","Gleyic Solonetz",3
"Gleyic Solonetz Clayic","Gleyic Solonetz Clayic",1
"Gleyic Solonetz Hipersodic","Gleyic Solonetz Hipersodic",1
"Gleyic Umbrisol Arenic","Gleyic Umbrisol Arenic",1
"Gleyic Vertisol Calcic","Gleyic Vertisol Calcic",6
"Gleyic Vertisol Endoesqueletic","Gleyic Vertisol Endoesqueletic",1
"Gleyic Vertisol Endosodic","Gleyic Vertisol Endosodic",5
"Gleyic Vertisol Epidistric","Gleyic Vertisol Epidistric",1
"Gleyic Vertisol Grumic","Gleyic Vertisol Grumic",1
"Gleyic Vertisol Hipersodic","Gleyic Vertisol Hipersodic",1
"Gleyic Vertisol Hiposodic","Gleyic Vertisol Hiposodic",2
"Gleyic Vertisol Humic","Gleyic Vertisol Humic",20
"Gleyic Vertisol Mazic","Gleyic Vertisol Mazic",2
"Gleyic Vertisol Sodic","Gleyic Vertisol Sodic",7
"Gleyic,Albi Luvisol Cutanic,Dystric","Gleyic,Albi Luvisol Cutanic,Dystric",1
"Gleyic,Albi Luvisol Epidystric","Gleyic,Albi Luvisol Epidystric",1
"Gleyic,Calci Planosol Albic,Eutric","Gleyic,Calci Planosol Albic,Eutric",1
"Gleyic,Carbi Podzol","Gleyic,Carbi Podzol",2
"Gleyic,Chromi Luvisol Cutanic","Gleyic,Chromi Luvisol Cutanic",1
"Gleyic,Densi Podzol","Gleyic,Densi Podzol",1
"Gleyic,Densi Podzol Saprihistic,Placic","Gleyic,Densi Podzol Saprihistic,Placic",1
"Gleyic,Endogleyic,Sodi Planosol Albic,Sodic,Albic,Epidystric,Epidystric","Gleyic,Endogleyic,Sodi Planosol Albic,Sodic,Albic,Epidystric,Epidystric",1
"Gleyic,Endogleyic,Umbri,Acric,Umbric Planosol Albic,Ruptic,Alumic,Albic,Alumic","Gleyic,Endogleyic,Umbri,Acric,Umbric Planosol Albic,Ruptic,Alumic,Albic,Alumic",1
"Gleyic,Eutri Arenosol","Gleyic,Eutri Arenosol",1
"Gleyic,Eutri Fluvisol","Gleyic,Eutri Fluvisol",1
"Gleyic,Eutric Vertisol","Gleyic,Eutric Vertisol",4
"Gleyic,Fluvic Cambisol","Gleyic,Fluvic Cambisol",2
"Gleyic,Fluvic Cambisol Calcaric","Gleyic,Fluvic Cambisol Calcaric",1
"Gleyic,Gleyic,Aridi Fluvisol Calcaric,Sodic,Aridic,Calcaric,Endosodic,Siltic","Gleyic,Gleyic,Aridi Fluvisol Calcaric,Sodic,Aridic,Calcaric,Endosodic,Siltic",1
"Gleyic,Gleyic,Umbri,Umbric Acrisol Albic,Ferric,Albic,Alumic,Humic,Humic","Gleyic,Gleyic,Umbri,Umbric Acrisol Albic,Ferric,Albic,Alumic,Humic,Humic",1
"Gleyic,Humi Fluvisol Eutric","Gleyic,Humi Fluvisol Eutric",1
"Gleyic,Hypoluvic Arenosol","Gleyic,Hypoluvic Arenosol",1
"Gleyic,Hyposalic Fluvisol Sodic,Siltic","Gleyic,Hyposalic Fluvisol Sodic,Siltic",1
"Gleyic,Luvi Phaeozem Siltic","Gleyic,Luvi Phaeozem Siltic",1
"Gleyic,Luvi Planosol Albic,Alumic","Gleyic,Luvi Planosol Albic,Alumic",1
